-00:00:01.5560000		Yoo Rose casts Ruin III on Ramuh
00:01:24.8330000		Ramuh prepares Chaos Strike on Yoo Rose 
00:01:24.8330000		Ramuh prepares Chaos Strike on Minju Rose 
00:01:24.9210000		Blue Fever Empyreal Arrow Ramuh 11555
00:01:24.9210000		Dengue Fever Glare Ramuh 20536
00:01:24.9660000		Yoo Rose prepares Ruin IV on Ramuh 23331 (DIRECT HIT)
00:01:24.9660000		Yoo Rose gains Further Ruin from Yoo Rose
00:01:25.0100000		Aihyooni Yoomi prepares Ruin II on Ramuh 12561
00:01:25.0540000		Blue Fever prepares Shot on Ramuh 6757 (CRITICAL)
00:01:25.1430000		Minju Rose prepares Goring Blade on Ramuh 13032
00:01:25.3220000		Ramuh Unknown_4Bc9 Minju Rose 5156
00:01:25.3220000		Blue Fever prepares Burst Shot on Ramuh 14419 (DIRECT HIT)
00:01:25.4990000		Yujin Ahn gains Hated Of Levin from Ramuh
00:01:25.4990000		Yoo Rose gains Hated Of Levin from Ramuh
00:01:25.4990000		Minju Rose gains Hated Of Levin from Ramuh
00:01:25.6780000		Minju Rose Goring Blade Ramuh 13032
00:01:25.6780000		Ramuh gains Goring Blade from Minju Rose
00:01:25.6780000		Demi-Phoenix prepares Scarlet Flame on Ramuh 9881 (DIRECT HIT)
00:01:25.7680000		Yoo Rose Ruin IV Ramuh 23331
00:01:25.7680000		Dengue Fever prepares Afflatus Solace on Dan Tam +32803
00:01:25.8120000		Blue Fever Shot Ramuh 6757
00:01:25.8120000		Run Escape Fountain Of Fire Ramuh 19828
00:01:25.8120000		Aihyooni Yoomi prepares Lucid Dreaming on Aihyooni Yoomi 
00:01:25.8570000		The limit break guage has been updated to 4930. 3 bars are available.
00:01:25.9010000		Ramuh prepares Shock on  
00:01:25.9010000		Ramuh prepares Shock on  
00:01:25.9010000		Ramuh prepares Shock on  
00:01:25.9460000		Aihyooni Yoomi Ruin II Ramuh 12561
00:01:26.2580000		Dan Tam prepares Second Wind on Dan Tam +6221
00:01:26.3020000		Dengue Fever Afflatus Solace Dan Tam 32803
00:01:26.4350000		Ramuh Shock  0
00:01:26.4350000		Aihyooni Yoomi gains Lucid Dreaming from Aihyooni Yoomi
00:01:26.4800000		Minju Rose prepares Attack on Ramuh 3507 (DIRECT HIT)
00:01:26.4800000		Dengue Fever prepares Tetragrammaton on Dan Tam +32021
00:01:26.7020000		Demi-Phoenix Scarlet Flame Ramuh 9881
00:01:26.7910000		Blue Fever Burst Shot Ramuh 14419
00:01:26.7910000		Eos prepares Embrace on Dan Tam +4308
00:01:26.9240000		Dan Tam Second Wind Dan Tam 6221
00:01:26.9690000		Yujin Ahn prepares Maim on Ramuh 8683
00:01:27.0140000		Minju Rose Attack Ramuh 3507
00:01:27.0140000		Dengue Fever Tetragrammaton Dan Tam 32021
00:01:27.0140000		Ruby Carbuncle prepares Burning Strike on Ramuh 4834 (DIRECT HIT)
00:01:27.0580000		Yujin Ahn prepares Attack on Ramuh 6238 (CRITICAL)
00:01:27.3700000		Run Escape prepares Brand Of Purgatory on Ramuh 29831 (DIRECT HIT)
00:01:27.3700000		Demi-Phoenix gains Army's Paeon from Blue Fever
00:01:27.3700000		Ruby Carbuncle gains Army's Paeon from Blue Fever
00:01:27.3700000		Minju Rose gains Army's Paeon from Blue Fever
00:01:27.3700000		Dan Tam gains Army's Paeon from Blue Fever
00:01:27.3700000		Yoo Rose gains Army's Paeon from Blue Fever
00:01:27.3700000		Eos gains Army's Paeon from Blue Fever
00:01:27.3700000		Dengue Fever gains Army's Paeon from Blue Fever
00:01:27.3700000		Yujin Ahn gains Army's Paeon from Blue Fever
00:01:27.3700000		Aihyooni Yoomi gains Army's Paeon from Blue Fever
00:01:27.3710000		Run Escape gains Army's Paeon from Blue Fever
00:01:27.4150000		Eos Embrace Dan Tam 4308
00:01:27.5480000		Ramuh prepares Unknown_4Bc9 on Minju Rose 13414
00:01:27.5930000		Yujin Ahn Maim Ramuh 8683
00:01:27.5930000		Yujin Ahn Attack Ramuh 6238
00:01:27.5930000		Minju Rose prepares Fast Blade on Ramuh 8035 (DIRECT HIT)
00:01:27.6380000		Blue Fever prepares Shot on Ramuh 4396
00:01:27.6380000		Yoo Rose prepares Ruin IV on Ramuh 19014
00:01:27.6380000		Yoo Rose gains Further Ruin from Yoo Rose
00:01:27.6820000		Dan Tam prepares Jin on Dan Tam 
00:01:27.6820000		Dan Tam gains Mudra from Dan Tam
00:01:27.7710000		Demi-Phoenix prepares Scarlet Flame on Ramuh 9515 (DIRECT HIT)
00:01:27.8160000		Ruby Carbuncle Burning Strike Ramuh 4834
00:01:27.9500000		Ramuh prepares Shock on  
00:01:27.9500000		Ramuh prepares Shock on  
00:01:27.9500000		Ramuh prepares Shock on  
00:01:28.0830000		Blue Fever prepares Burst Shot on Ramuh 15695 (DIRECT HIT)
00:01:28.0830000		Blue Fever gains Straight Shot Ready from Blue Fever
00:01:28.1720000		Run Escape Brand Of Purgatory Ramuh 29831
00:01:28.2170000		Minju Rose Fast Blade Ramuh 8035
00:01:28.2170000		Dan Tam prepares Chi on Dan Tam 
00:01:28.2170000		Dan Tam gains Mudra from Dan Tam
00:01:28.3500000		Ramuh Unknown_4Bc9 Minju Rose 13414
00:01:28.3940000		Blue Fever Shot Ramuh 4396
00:01:28.3940000		Ramuh Shock  0
00:01:28.4390000		Yoo Rose Ruin IV Ramuh 19014
00:01:28.7060000		Dan Tam prepares Ten on Dan Tam 
00:01:28.7060000		Dan Tam gains Mudra from Dan Tam
00:01:28.7960000		Demi-Phoenix Scarlet Flame Ramuh 9515
00:01:28.7960000		Blue Fever gains Army's Muse from Blue Fever
00:01:28.7960000		Blue Fever prepares The Wanderer's Minuet on Ramuh 4367
00:01:28.7960000		Demi-Phoenix gains The Wanderer's Minuet from Blue Fever
00:01:28.7960000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:01:28.7960000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:01:28.7960000		Dan Tam gains The Wanderer's Minuet from Blue Fever
00:01:28.7960000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:01:28.7960000		Eos gains The Wanderer's Minuet from Blue Fever
00:01:28.7960000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:01:28.7960000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:01:28.7960000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:01:28.7960000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:01:28.8840000		The limit break guage has been updated to 5100. 3 bars are available.
00:01:29.2390000		Ramuh prepares Unknown_4Bcb on  
00:01:29.3290000		Dan Tam prepares Huton on Dan Tam 
00:01:29.4180000		Blue Fever The Wanderer's Minuet Ramuh 4367
00:01:29.4180000		Ramuh Shock  0
00:01:29.5520000		Blue Fever Burst Shot Ramuh 15695
00:01:29.5520000		Ramuh Shock  0
00:01:29.9080000		Stormcloud prepares Lightning Bolt on Minju Rose 25168
00:01:29.9080000		Stormcloud prepares Lightning Bolt on  
00:01:29.9080000		Stormcloud prepares Lightning Bolt on Yujin Ahn 34086
00:01:29.9080000		Stormcloud prepares Lightning Bolt on Dan Tam 98806
00:01:29.9080000		Stormcloud prepares Lightning Bolt on Yoo Rose 50896
00:01:29.9080000		Eos prepares Embrace on Dan Tam +4357
00:01:29.9970000		Ramuh prepares Shock on  
00:01:29.9970000		Ramuh prepares Shock on Dan Tam 58893
00:01:29.9970000		Ramuh prepares Shock on  
00:01:30.0420000		Dengue Fever prepares Asylum on Dengue Fever 1911 (CRITICAL)
00:01:30.0420000		Aihyooni Yoomi prepares Broil III on Ramuh 18611
00:01:30.1310000		Blue Fever prepares Refulgent Arrow on Ramuh 22217 (DIRECT HIT)
00:01:30.2650000		Ruby Carbuncle prepares Burning Strike on Ramuh 6219 (CRITICAL)
00:01:30.3080000		Ramuh Shock Dan Tam 58893
00:01:30.3080000		Dan Tam gains Paralysis from Ramuh
00:01:30.3540000		Blue Fever prepares Shot on Ramuh 4358
00:01:30.3540000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:01:30.3540000		Dan Tam gains Vulnerability Up from Stormcloud
00:01:30.3990000		Stormcloud Lightning Bolt Minju Rose 25168
00:01:30.3990000		Stormcloud Lightning Bolt Yujin Ahn 34086
00:01:30.3990000		Stormcloud Lightning Bolt Yoo Rose 50896
00:01:30.3990000		Yujin Ahn gains Surge Protection from 
00:01:30.7550000		Aihyooni Yoomi prepares Ruin II on Ramuh 15457 (DIRECT HIT)
00:01:30.8430000		Aihyooni Yoomi Broil III Ramuh 18611
00:01:30.8880000		Ramuh Shock  0
00:01:30.8880000		Dengue Fever gains Asylum from Dengue Fever
00:01:30.8880000		Run Escape gains Asylum from Dengue Fever
00:01:31.0660000		Ruby Carbuncle Burning Strike Ramuh 6219
00:01:31.0660000		Yoo Rose prepares Bio III on Ramuh +1214 (CRITICAL)
00:01:31.0660000		Ramuh gains Bio III from Yoo Rose
00:01:31.1100000		Blue Fever Shot Ramuh 4358
00:01:31.1540000		Minju Rose gains Surge Protection from 
00:01:31.5990000		Blue Fever Refulgent Arrow Ramuh 22217
00:01:31.6870000		Aihyooni Yoomi Ruin II Ramuh 15457
00:01:31.8210000		Aihyooni Yoomi prepares Energy Drain on Ramuh 15809 (CRITICAL)
00:01:31.8210000		Run Escape prepares Ruin III on Ramuh 16090 (DIRECT HIT)
00:01:31.8660000		The limit break guage has been updated to 5270. 3 bars are available.
00:01:32.2210000		Ramuh Unknown_4Bcb  0
00:01:32.3990000		Ifrit-Egi prepares Burning Strike on Ramuh 6398 (CRITICAL)
00:01:32.3990000		Blue Fever prepares Arm's Length on Blue Fever 1209 (CRITICAL)
00:01:32.4430000		Run Escape prepares Assault I: Crimson Cyclone on Ramuh +239 (CRITICAL)
00:01:32.5320000		Dan Tam dies.
00:01:32.5320000		Minju Rose prepares Riot Blade on Ramuh 7734
00:01:32.6210000		Run Escape Ruin III Ramuh 16090
00:01:32.8440000		Minju Rose prepares Attack on Ramuh 2314
00:01:32.8880000		Aihyooni Yoomi Energy Drain Ramuh 15809
00:01:32.8880000		Ramuh Shock  0
00:01:32.9770000		Stormcloud prepares Lightning Bolt on  
00:01:32.9770000		Stormcloud prepares Lightning Bolt on  
00:01:32.9770000		Stormcloud prepares Lightning Bolt on  
00:01:32.9770000		Stormcloud prepares Lightning Bolt on  
00:01:33.0210000		Ramuh Shock  0
00:01:33.0210000		Blue Fever gains Arm's Length from Blue Fever
00:01:33.0660000		Ifrit-Egi gains Summon Order from Ramuh
00:01:33.0660000		Blue Fever prepares Shot on Ramuh 4353
00:01:33.1100000		Ifrit-Egi prepares Crimson Cyclone on Ramuh 15654 (DIRECT HIT)
00:01:33.1100000		Blue Fever prepares Burst Shot on Ramuh 11467
00:01:33.1100000		Blue Fever gains Straight Shot Ready from Blue Fever
00:01:33.2000000		Ifrit-Egi Burning Strike Ramuh 6398
00:01:33.2000000		Aihyooni Yoomi prepares Biolysis on Ramuh 
00:01:33.2890000		Minju Rose Riot Blade Ramuh 7734
00:01:33.2890000		Yoo Rose prepares Surecast on Yoo Rose 
00:01:33.2890000		Blue Fever gains Asylum from Dengue Fever
00:01:33.2890000		Minju Rose gains Asylum from Dengue Fever
00:01:33.2890000		Yoo Rose gains Surecast from Yoo Rose
00:01:33.2890000		Dengue Fever gains Asylum from Dengue Fever
00:01:33.2890000		Yujin Ahn gains Asylum from Dengue Fever
00:01:33.2890000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:01:33.2890000		Run Escape gains Asylum from Dengue Fever
00:01:33.3330000		Yujin Ahn prepares Storm's Eye on Ramuh 10974
00:01:33.3780000		Minju Rose Attack Ramuh 2314
00:01:33.3780000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:01:33.3780000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:01:33.3780000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:01:33.3780000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:01:33.3780000		Eos gains The Wanderer's Minuet from Blue Fever
00:01:33.3780000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:01:33.3780000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:01:33.3780000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:01:33.3780000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:01:33.5110000		Ruby Carbuncle prepares Burning Strike on Ramuh 3956
00:01:33.5110000		Minju Rose prepares Arm's Length on Minju Rose 1209 (CRITICAL)
00:01:33.5110000		Yujin Ahn prepares Attack on Ramuh 4101
00:01:33.7330000		Ifrit-Egi Crimson Cyclone Ramuh 15654
00:01:33.7330000		Run Escape gains Further Ruin from Run Escape
00:01:33.8230000		Blue Fever Shot Ramuh 4353
00:01:33.8230000		Ramuh Shock  0
00:01:33.8230000		Stormcloud Lightning Bolt  0
00:01:33.8230000		Blue Fever prepares Bloodletter on Ramuh 15154 (CRITICAL)
00:01:33.8670000		Stormcloud Lightning Bolt  0
00:01:33.8670000		Ramuh gains Biolysis from Aihyooni Yoomi
00:01:33.9560000		Aihyooni Yoomi prepares Surecast on Aihyooni Yoomi 
00:01:33.9560000		Aihyooni Yoomi gains Surecast from Aihyooni Yoomi
00:01:34.0010000		Yujin Ahn prepares Onslaught on Ramuh 4900 (CRITICAL)
00:01:34.0460000		Yujin Ahn Attack Ramuh 4101
00:01:34.0900000		Eos prepares Embrace on Yoo Rose +4172
00:01:34.1340000		Stormcloud Lightning Bolt  0
00:01:34.1340000		Minju Rose gains Arm's Length from Minju Rose
00:01:34.3120000		Ruby Carbuncle Burning Strike Ramuh 3956
00:01:34.3570000		Dengue Fever prepares Medica II on Dengue Fever +10175
00:01:34.3570000		Dengue Fever prepares Medica II on Blue Fever +9903
00:01:34.3570000		Dengue Fever prepares Medica II on Yujin Ahn +9769
00:01:34.3570000		Dengue Fever prepares Medica II on Aihyooni Yoomi +10034
00:01:34.3570000		Dengue Fever prepares Medica II on Minju Rose +10216
00:01:34.3570000		Dengue Fever prepares Medica II on Run Escape +10157
00:01:34.3570000		Dengue Fever prepares Medica II on Yoo Rose +9250
00:01:34.4900000		Stormcloud Lightning Bolt  0
00:01:34.5800000		Blue Fever Burst Shot Ramuh 11467
00:01:34.5800000		Stormcloud Lightning Bolt  0
00:01:34.6240000		Yujin Ahn Onslaught Ramuh 4900
00:01:34.7130000		Eos Embrace Yoo Rose 4172
00:01:34.8480000		The limit break guage has been updated to 5440. 3 bars are available.
00:01:34.9370000		Minju Rose prepares Goring Blade on Ramuh 10726
00:01:34.9810000		Yujin Ahn Storm's Eye Ramuh 10974
00:01:34.9810000		Stormcloud Lightning Bolt  0
00:01:34.9810000		Yujin Ahn gains Storm's Eye from Yujin Ahn
00:01:34.9810000		Run Escape prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:01:35.1140000		Minju Rose prepares Attack on Ramuh 2241
00:01:35.1590000		Dengue Fever prepares Surecast on Dengue Fever 
00:01:35.1590000		Dengue Fever gains Surecast from Dengue Fever
00:01:35.2030000		Dengue Fever gains Medica II from Dengue Fever
00:01:35.2920000		Blue Fever prepares Refulgent Arrow on Ramuh 16797
00:01:35.3360000		Blue Fever gains Medica II from Dengue Fever
00:01:35.4250000		Blue Fever Bloodletter Ramuh 15154
00:01:35.4250000		Yujin Ahn prepares Arm's Length on Yujin Ahn 1209 (CRITICAL)
00:01:35.4690000		Minju Rose Goring Blade Ramuh 10726
00:01:35.4690000		Ramuh gains Goring Blade from Minju Rose
00:01:35.4690000		Dengue Fever Medica II Yujin Ahn 9769
00:01:35.4690000		Yujin Ahn gains Medica II from Dengue Fever
00:01:35.6020000		Aihyooni Yoomi gains Medica II from Dengue Fever
00:01:35.6470000		Minju Rose Attack Ramuh 2241
00:01:35.6470000		Ifrit-Egi gains Summon Order II from Ifrit-Egi
00:01:35.6910000		Ifrit-Egi prepares Flaming Crush on Ramuh 13590
00:01:35.7360000		Minju Rose gains Medica II from Dengue Fever
00:01:35.7360000		Minju Rose prepares Requiescat on Ramuh 14759
00:01:35.7360000		Run Escape gains Aetherflow from Run Escape
00:01:35.7360000		Run Escape prepares Energy Drain on Ramuh 10941 (CRITICAL)
00:01:35.7360000		Minju Rose gains Requiescat from Minju Rose
00:01:35.7800000		Blue Fever prepares Shot on Ramuh 5325 (DIRECT HIT)
00:01:35.8690000		Run Escape gains Medica II from Dengue Fever
00:01:35.9130000		Yoo Rose prepares Miasma III on Ramuh 2918
00:01:36.0010000		Dengue Fever Medica II Yoo Rose 9250
00:01:36.0010000		Yoo Rose gains Medica II from Dengue Fever
00:01:36.0020000		Dengue Fever prepares Afflatus Rapture on Dengue Fever +15019
00:01:36.0020000		Dengue Fever prepares Afflatus Rapture on Aihyooni Yoomi +14787
00:01:36.0020000		Dengue Fever prepares Afflatus Rapture on Yujin Ahn +22777 (CRITICAL)
00:01:36.0020000		Dengue Fever prepares Afflatus Rapture on Blue Fever +15045
00:01:36.0020000		Dengue Fever prepares Afflatus Rapture on Minju Rose +15043
00:01:36.0020000		Dengue Fever prepares Afflatus Rapture on Run Escape +14713
00:01:36.0020000		Dengue Fever prepares Afflatus Rapture on Yoo Rose +20984 (CRITICAL)
00:01:36.0470000		Stormcloud prepares Lightning Bolt on  
00:01:36.0470000		Stormcloud prepares Lightning Bolt on  
00:01:36.0470000		Stormcloud prepares Lightning Bolt on  
00:01:36.0470000		Stormcloud prepares Lightning Bolt on  
00:01:36.0470000		Ramuh prepares Levinforce on Dengue Fever 26297
00:01:36.0470000		Ramuh prepares Levinforce on Aihyooni Yoomi 27020
00:01:36.0470000		Ramuh prepares Levinforce on Yujin Ahn 15127
00:01:36.0470000		Ramuh prepares Levinforce on Blue Fever 25491
00:01:36.0470000		Ramuh prepares Levinforce on Minju Rose 15338
00:01:36.0470000		Ramuh prepares Levinforce on Run Escape 26184
00:01:36.0470000		Ramuh prepares Levinforce on Yoo Rose 27051
00:01:36.0910000		Stormcloud Lightning Bolt  0
00:01:36.0910000		Yujin Ahn gains Arm's Length from Yujin Ahn
00:01:36.1350000		Blue Fever prepares Barrage on Blue Fever 128 (DIRECT HIT)
00:01:36.1350000		Blue Fever gains Barrage from Blue Fever
00:01:36.1350000		Blue Fever gains Straight Shot Ready from Blue Fever
00:01:36.2690000		Ifrit-Egi prepares Burning Strike on Ramuh 6935 (CRITICAL)
00:01:36.2690000		Blue Fever gains Asylum from Dengue Fever
00:01:36.2690000		Minju Rose gains Asylum from Dengue Fever
00:01:36.2690000		Dengue Fever gains Asylum from Dengue Fever
00:01:36.2690000		Yujin Ahn gains Asylum from Dengue Fever
00:01:36.2690000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:01:36.2690000		Run Escape gains Asylum from Dengue Fever
00:01:36.3590000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:01:36.3590000		Ifrit-Egi gains The Wanderer's Minuet from Blue Fever
00:01:36.3590000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:01:36.3590000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:01:36.3590000		Eos gains The Wanderer's Minuet from Blue Fever
00:01:36.3590000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:01:36.3590000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:01:36.3590000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:01:36.3590000		Run Escape gains The Wanderer's Minuet from Blue Fever
00:01:36.4030000		Minju Rose Requiescat Ramuh 14759
00:01:36.4030000		Stormcloud Lightning Bolt  0
00:01:36.4480000		Minju Rose prepares Spirits Within on Ramuh 12924 (DIRECT HIT)
00:01:36.4480000		Yujin Ahn prepares Heavy Swing on Ramuh 9839 (CRITICAL)
00:01:36.5380000		Blue Fever Shot Ramuh 5325
00:01:36.5380000		Stormcloud Lightning Bolt  0
00:01:36.5380000		Yoo Rose Miasma III Ramuh 2918
00:01:36.5380000		Ramuh gains Miasma III from Yoo Rose
00:01:36.5380000		Yoo Rose prepares Bio III on Ramuh +1214 (CRITICAL)
00:01:36.5380000		Run Escape gains Aetherflow from Run Escape
00:01:36.5380000		Run Escape prepares Fester on Ramuh 23540 (DIRECT HIT)
00:01:36.5380000		Ramuh gains Bio III from Yoo Rose
00:01:36.6250000		Ramuh prepares Unknown_4Bc9 on Minju Rose 25860
00:01:36.7590000		Blue Fever Refulgent Arrow Ramuh 16797
00:01:36.7590000		Stormcloud Lightning Bolt  0
00:01:36.7590000		Run Escape Energy Drain Ramuh 10941
00:01:36.7590000		Ruby Carbuncle prepares Burning Strike on Ramuh 4015
00:01:36.8480000		Ifrit-Egi Flaming Crush Ramuh 13590
00:01:36.8480000		Run Escape gains Further Ruin from Run Escape
00:01:36.8480000		Ramuh Levinforce Dengue Fever 26297
00:01:36.8920000		Ramuh Levinforce Aihyooni Yoomi 27020
00:01:36.8920000		Yujin Ahn prepares Attack on Ramuh 4141
00:01:36.9360000		Ramuh Levinforce Yujin Ahn 15127
00:01:36.9810000		Yujin Ahn Heavy Swing Ramuh 9839
00:01:36.9810000		Ramuh Levinforce Blue Fever 25491
00:01:37.0250000		Ramuh Levinforce Minju Rose 15338
00:01:37.0700000		Ifrit-Egi Burning Strike Ramuh 6935
00:01:37.0700000		Ramuh Levinforce Run Escape 26184
00:01:37.0700000		Dengue Fever prepares Lucid Dreaming on Dengue Fever 
00:01:37.1140000		Dengue Fever Afflatus Rapture Minju Rose 15043
00:01:37.1140000		Ramuh Levinforce Yoo Rose 27051
00:01:37.2480000		Dengue Fever Afflatus Rapture Run Escape 14713
00:01:37.3370000		Minju Rose Spirits Within Ramuh 12924
00:01:37.3370000		Minju Rose prepares Holy Spirit on Ramuh 13890
00:01:37.3810000		Dengue Fever Afflatus Rapture Yoo Rose 20984
00:01:37.3810000		Minju Rose prepares Attack on Ramuh 2293
00:01:37.4250000		Yujin Ahn Attack Ramuh 4141
00:01:37.4250000		Ramuh Unknown_4Bc9 Minju Rose 25860
00:01:37.4700000		Run Escape Fester Ramuh 23540
00:01:37.4700000		Blue Fever prepares Refulgent Arrow on Ramuh 17327
00:01:37.4700000		Blue Fever prepares Refulgent Arrow on Ramuh 16628
00:01:37.4700000		Blue Fever prepares Refulgent Arrow on Ramuh 20686 (DIRECT HIT)
00:01:37.5590000		Ruby Carbuncle Burning Strike Ramuh 4015
00:01:37.6050000		Eos prepares Embrace on Yoo Rose +6678 (CRITICAL)
00:01:37.6050000		Aihyooni Yoomi prepares Broil III on Ramuh 17887
00:01:37.6920000		Dengue Fever gains Lucid Dreaming from Dengue Fever
00:01:37.8710000		The limit break guage has been updated to 5610. 3 bars are available.
00:01:37.9150000		Minju Rose Attack Ramuh 2293
00:01:38.0930000		Minju Rose Holy Spirit Ramuh 13890
00:01:38.2280000		Eos Embrace Yoo Rose 6678
00:01:38.4060000		Aihyooni Yoomi Broil III Ramuh 17887
00:01:38.4960000		Blue Fever prepares Shot on Ramuh 4385
00:01:38.5850000		Dengue Fever prepares Afflatus Misery on Ramuh 56621
00:01:38.6740000		Blue Fever prepares Pitch Perfect on Ramuh 36118 (CRITICAL)
00:01:38.9410000		Blue Fever Refulgent Arrow Ramuh 17327
00:01:38.9860000		Yoo Rose prepares Assault Ii: Flaming Crush on Ramuh +239 (CRITICAL)
00:01:39.0750000		Blue Fever Refulgent Arrow Ramuh 16628
00:01:39.1200000		Stormcloud prepares Lightning Bolt on  
00:01:39.1200000		Stormcloud prepares Lightning Bolt on  
00:01:39.1200000		Stormcloud prepares Lightning Bolt on  
00:01:39.1200000		Stormcloud prepares Lightning Bolt on  
00:01:39.1650000		Dengue Fever Afflatus Misery Ramuh 56621
00:01:39.2090000		Blue Fever Refulgent Arrow Ramuh 20686
00:01:39.2550000		Blue Fever Shot Ramuh 4385
00:01:39.2550000		Blue Fever gains Asylum from Dengue Fever
00:01:39.2550000		Minju Rose gains Asylum from Dengue Fever
00:01:39.2550000		Yoo Rose gains Asylum from Dengue Fever
00:01:39.2550000		Dengue Fever gains Asylum from Dengue Fever
00:01:39.2550000		Aihyooni Yoomi gains Asylum from Dengue Fever
00:01:39.3890000		Ruby Carbuncle gains The Wanderer's Minuet from Blue Fever
00:01:39.3890000		Minju Rose gains The Wanderer's Minuet from Blue Fever
00:01:39.3890000		Yoo Rose gains The Wanderer's Minuet from Blue Fever
00:01:39.3890000		Eos gains The Wanderer's Minuet from Blue Fever
00:01:39.3890000		Dengue Fever gains The Wanderer's Minuet from Blue Fever
00:01:39.3890000		Yujin Ahn gains The Wanderer's Minuet from Blue Fever
00:01:39.3890000		Aihyooni Yoomi gains The Wanderer's Minuet from Blue Fever
00:01:39.4780000		Blue Fever Pitch Perfect Ramuh 36118
00:01:39.5680000		Blue Fever prepares Empyreal Arrow on Ramuh 11440
00:01:39.6130000		Ruby Carbuncle gains Summon Order II from Ruby Carbuncle
00:01:39.6130000		Run Escape dies.
00:01:39.6570000		Ruby Carbuncle prepares Flaming Crush on Ramuh 16504 (DIRECT HIT)
00:01:39.6570000		Minju Rose prepares Attack on Ramuh 2176
00:01:39.6570000		Ramuh prepares Unknown_4Bc9 on Minju Rose +21584 (CRITICAL)
00:01:39.7020000		Yoo Rose gains Aetherflow from Yoo Rose
00:01:39.7020000		Yoo Rose prepares Energy Drain on Ramuh 6123
00:01:39.8350000		Minju Rose prepares Holy Spirit on Ramuh 14635
00:01:39.9700000		Yujin Ahn prepares Maim on Ramuh 8741
00:01:40.1480000		Aihyooni Yoomi prepares Broil III on Ramuh 27450 (CRITICAL)
00:01:40.1930000		Minju Rose Attack Ramuh 2176
00:01:40.2370000		Ruby Carbuncle prepares Burning Strike on Ramuh 6274 (CRITICAL)
00:01:40.2370000		Blue Fever prepares Burst Shot on Ramuh 12372
00:01:40.2820000		Yujin Ahn prepares Attack on Ramuh 3753
00:01:40.4610000		Ramuh Unknown_4Bc9 Minju Rose 21584
00:01:40.4610000		Yoo Rose gains Aetherflow from Yoo Rose
00:01:40.4610000		Yoo Rose prepares Fester on Ramuh 24002 (DIRECT HIT)
00:01:40.5940000		Blue Fever Empyreal Arrow Ramuh 11440
00:01:40.5940000		Minju Rose Holy Spirit Ramuh 14635
00:01:40.5940000		Yujin Ahn Maim Ramuh 8741
00:01:40.7280000		Yoo Rose Energy Drain Ramuh 6123
00:01:40.8170000		Ruby Carbuncle Flaming Crush Ramuh 16504
00:01:40.8170000		Yoo Rose gains Further Ruin from Yoo Rose
00:01:40.8170000		Yujin Ahn Attack Ramuh 3753
00:01:40.8620000		The limit break guage has been updated to 5780. 3 bars are available.
00:01:40.9060000		Eos prepares Embrace on Minju Rose +4725
00:01:40.9500000		Aihyooni Yoomi Broil III Ramuh 27450
00:01:41.0390000		Ruby Carbuncle Burning Strike Ramuh 6274
00:01:41.3950000		Yoo Rose Fester Ramuh 24002
00:01:41.5280000		Eos Embrace Minju Rose 4725
00:01:41.5730000		Blue Fever prepares Shot on Ramuh 4526
00:01:41.7070000		Blue Fever Burst Shot Ramuh 12372
00:01:41.9310000		Minju Rose prepares Attack on Ramuh 4373 (CRITICAL)
00:01:42.2000000		Stormcloud prepares Lightning Bolt on  
00:01:42.2000000		Stormcloud prepares Lightning Bolt on  
00:01:42.2000000		Stormcloud prepares Lightning Bolt on  
00:01:42.2000000		Stormcloud prepares Lightning Bolt on  
00:01:42.2890000		Yujin Ahn prepares Storm's Eye on Ramuh 11370
00:01:42.2890000		Blue Fever gains Asylum from Dengue Fever
00:01:42.2890000		Minju Rose gains Asylum from Dengue Fever
00:01:42.2890000		Yoo Rose gains Asylum from Dengue Fever
00:01:42.2890000		Dengue Fever gains Asylum from Dengue Fever
